测试名称,准考证号,开始时间,结束时间,user_agent,client_ip,name
tsing/ds,2203633,2022-06-29T20:47:45.533+08:00,,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; NOH-AN00; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",120.219.112.74,大学生139
tsing/ds,2203634,2022-06-29T20:49:01.548+08:00,2022-06-29T21:08:48.168+08:00,"Mozilla/5.0 (Linux; U; Android 10; zh-cn; PCAT00 Build/QKQ1.190918.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",117.136.61.67,大学生140
tsing/ds,2203635,2022-06-29T20:51:58.178+08:00,2022-06-29T20:54:39.493+08:00,"Mozilla/5.0 (Linux; Android 11; V1981A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.3.12.5",120.219.112.74,大学生141
tsing/ds,2203636,2022-06-29T20:48:57.044+08:00,2022-06-29T21:05:11.641+08:00,"Mozilla/5.0 (Linux; Android 10; ELE-AL00 Build/HUAWEIELE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5703 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",123.52.84.77,大学生142
tsing/ds,2203639,2022-06-29T20:53:48.381+08:00,2022-06-29T21:13:31.664+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; VCE-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",120.219.112.74,大学生143
tsing/ds,2203640,2022-06-29T20:51:05.123+08:00,2022-06-29T20:59:41.48+08:00,"Mozilla/5.0 (Linux; Android 11; V2054A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.4.10.2",120.219.112.74,大学生144
tsing/ds,2203641,2022-06-29T21:04:43.67+08:00,2022-06-29T21:10:44.545+08:00,"Mozilla/5.0 (Linux; Android 10; SEA-AL10 Build/HUAWEISEA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1432 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",120.219.112.74,大学生145
tsing/ds,2203642,2022-06-29T21:09:03.038+08:00,2022-06-29T21:14:14.587+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 MQQBrowser/12.8.5 Mobile/15E148 Safari/604.1 QBWebViewUA/2 QBWebViewType/1 WKType/1",117.89.198.162,大学生146
tsing/ds,2203644,2022-06-29T21:27:09.253+08:00,2022-06-29T21:48:17.055+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; ELE-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",49.78.110.162,大学生147
tsing/ds,2203645,2022-06-29T20:55:00.532+08:00,2022-06-29T21:01:16.652+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCEM00 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 MQQBrowser/12.8 Mobile Safari/537.36",120.42.169.148,大学生148
tsing/ds,2203648,2022-06-29T21:05:08.349+08:00,2022-06-29T21:27:01.23+08:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37",123.52.84.77,大学生149
tsing/ds,2203649,2022-06-29T21:06:07.978+08:00,2022-06-29T21:26:22.383+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; SEA-AL10; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.93 HuaweiBrowser/11.1.2.332 Mobile Safari/537.36",223.104.150.115,大学生150
tsing/ds,2203651,2022-06-22T20:43:05.522+08:00,2022-06-22T20:56:01.665+08:00,"Mozilla/5.0 (Linux; Android 10; YAL-AL00 Build/HUAWEIYAL-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3628 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",117.26.6.91,大学生151
tsing/ds,2203652,2022-06-28T10:18:37.284+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/WIFI Language/zh_CN",223.104.53.46,大学生152
tsing/ds,2203653,2022-06-29T16:18:22.955+08:00,2022-06-29T16:27:45.125+08:00,"Mozilla/5.0 (Linux; Android 10; EBG-AN00 Build/HUAWEIEBG-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5050 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",117.143.150.196,大学生153
tsing/ds,2203654,2022-06-29T16:30:14.248+08:00,2022-06-29T16:40:12.263+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4211 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",101.86.208.126,大学生154
tsing/ds,2203655,2022-06-29T16:31:00.752+08:00,2022-06-29T16:35:05.047+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1157 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",106.18.67.98,大学生155
tsing/ds,2203656,2022-06-29T16:31:24.742+08:00,2022-06-29T16:36:34.206+08:00,"Mozilla/5.0 (Linux; Android 10; JEF-AN00 Build/HUAWEIJEF-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1820 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",106.18.67.98,大学生156
tsing/ds,2203657,2022-06-29T16:31:07.361+08:00,2022-06-29T16:37:18.707+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/WIFI Language/zh_CN",113.64.113.92,大学生162
tsing/ds,2203658,2022-06-29T16:31:55.431+08:00,2022-06-29T16:48:33.025+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3821 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.45.45.112,大学生163
tsing/ds,2203659,2022-06-29T16:42:56.458+08:00,2022-06-29T16:47:30.594+08:00,"Mozilla/5.0 (Linux; Android 10; VOG-AL10 Build/HUAWEIVOG-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6961 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",183.199.214.64,大学生164
tsing/ds,2203660,2022-06-29T16:47:44.545+08:00,2022-06-29T16:57:56.605+08:00,"Mozilla/5.0 (Linux; Android 11; MI 9 Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/2587 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.45.45.112,大学生165
tsing/ds,2203661,2022-06-29T16:48:09.137+08:00,2022-06-29T16:54:02.869+08:00,"Mozilla/5.0 (Linux; Android 11; 21091116C Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3169 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",116.162.134.174,大学生166
tsing/ds,2203662,2022-06-29T16:53:34.478+08:00,2022-06-29T17:01:26.991+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.22(0x1800162a) NetType/WIFI Language/zh_CN",125.210.251.254,大学生167
tsing/ds,2203663,2022-06-29T18:33:41.928+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/4G Language/zh_CN",125.210.251.254,大学生168
tsing/ds,2203664,2022-06-29T17:07:18.844+08:00,2022-06-29T17:15:31.433+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",183.24.172.52,大学生170
tsing/ds,2203665,2022-06-29T17:10:06.582+08:00,2022-06-29T17:17:33.802+08:00,"Mozilla/5.0 (Linux; Android 10; V1829A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1354 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.1.121,大学生171
tsing/ds,2203667,2022-06-29T17:18:23.261+08:00,2022-06-29T17:23:58.786+08:00,"Mozilla/5.0 (Linux; Android 10; PCT-AL10 Build/HUAWEIPCT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/7119 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.135.66.26,大学生201
tsing/ds,2203668,2022-06-29T17:26:58.652+08:00,2022-06-29T17:32:46.596+08:00,"Mozilla/5.0 (Linux; Android 10; V1829A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2703 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.135.66.26,大学生202
tsing/ds,2203669,2022-06-29T18:04:11.928+08:00,2022-06-29T18:11:38.595+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",119.135.66.26,大学生203
tsing/ds,2203670,2022-06-29T17:27:53.62+08:00,2022-06-29T17:35:28.906+08:00,"Mozilla/5.0 (Linux; Android 10; SEA-AL10 Build/HUAWEISEA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/905 MicroMessenger/8.0.24.2160(0x28001837) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",119.135.66.26,大学生204
tsing/ds,2203672,2022-06-29T17:31:21.246+08:00,2022-06-29T17:36:07.025+08:00,"Mozilla/5.0 (Linux; Android 11; M2007J17C Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4697 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.135.66.26,大学生205
tsing/ds,2203673,2022-06-29T18:07:45.474+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.18(0x1800123f) NetType/WIFI Language/zh_CN",119.135.66.26,大学生206
tsing/ds,2203674,2022-06-29T17:49:07.254+08:00,2022-06-29T17:56:02.747+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCDM10 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 HeyTapBrowser/40.7.31.1",119.135.66.26,大学生207
tsing/ds,2203675,2022-06-29T18:04:18.767+08:00,2022-06-29T18:11:58.283+08:00,"Mozilla/5.0 (Linux; Android 10; EBG-AN00 Build/HUAWEIEBG-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/9014 MicroMessenger/8.0.24.2160(0x28001868) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.135.66.26,大学生208
tsing/ds,2203676,2022-06-29T17:56:05.247+08:00,2022-06-29T18:01:40.285+08:00,"Mozilla/5.0 (Linux; U; Android 12; zh-cn; PEHM00 Build/SKQ1.210216.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",223.104.72.153,大学生209
tsing/ds,2203677,2022-06-29T18:05:44.305+08:00,2022-06-29T18:10:36.576+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-TN20 Build/HUAWEICDY-TN20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3651 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.135.66.26,大学生210
tsing/ds,2203678,2022-06-29T18:06:03.652+08:00,2022-06-29T18:13:01.655+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.24(0x18001827) NetType/4G Language/zh_CN",112.96.173.96,大学生211
tsing/ds,2203679,2022-06-29T18:30:00.846+08:00,2022-06-29T18:35:28.594+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/4G Language/zh_CN",112.96.173.96,大学生212
tsing/ds,2203680,2022-06-29T19:05:30.821+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",223.73.221.166,大学生213
tsing/ds,2203681,2022-06-29T16:03:48.97+08:00,2022-06-29T16:17:18.644+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-AN00 Build/HUAWEICDY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8521 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64",120.231.12.224,大学生214
tsing/ds,2203682,2022-06-29T19:19:20.877+08:00,2022-06-29T19:34:28.368+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/4G Language/zh_CN",120.231.12.224,大学生215
tsing/ds,2203685,2022-06-29T17:28:40.293+08:00,2022-06-29T17:43:19.945+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/WIFI Language/zh_CN",120.231.12.224,大学生216
tsing/ds,2203691,2022-06-29T21:47:13.941+08:00,2022-06-29T21:55:29.176+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3081 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",120.231.12.224,大学生217
tsing/ds,2203694,2022-06-29T19:58:28.635+08:00,2022-06-29T20:02:40.278+08:00,"Mozilla/5.0 (Linux; Android 12; NTH-AN00 Build/HONORNTH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2844 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.173.96,大学生220
tsing/ds,2203695,2022-06-29T19:58:50.546+08:00,2022-06-29T20:07:16.632+08:00,"Mozilla/5.0 (Linux; Android 12; V2055A Build/SP1A.210812.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/2799 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.44.236.47,大学生221
tsing/ds,2203697,2022-06-29T20:59:54.861+08:00,2022-06-29T21:02:52.605+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4552 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.173.96,大学生222
tsing/ds,2203698,2022-06-29T20:50:48.766+08:00,2022-06-29T20:57:39.929+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-AN90 Build/HUAWEICDY-AN90; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/9888 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",14.150.122.147,大学生223
tsing/ds,2203699,2022-06-29T20:34:20.496+08:00,2022-06-29T20:39:47.897+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/4G Language/zh_CN",14.150.122.147,大学生224
tsing/ds,2203700,2022-06-29T20:47:59.616+08:00,2022-06-29T20:54:39.175+08:00,"Mozilla/5.0 (Linux; Android 12; Mi 10 Build/SKQ1.211006.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/6321 MicroMessenger/8.0.24.2160(0x28001837) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",14.150.122.147,大学生225
tsing/ds,2203703,2022-06-29T20:59:03.353+08:00,2022-06-29T21:02:03.954+08:00,"Mozilla/5.0 (Linux; Android 11; V2072A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/6329 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",14.150.122.147,大学生226
tsing/ds,2203721,2022-06-29T20:09:14.299+08:00,2022-06-29T20:17:56.617+08:00,"Mozilla/5.0 (Linux; Android 9; PACM00 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4254 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8743 MicroMessenger/8.0.23.2160(0x28001756) WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.44.236.47,大学生227
tsing/ds,2203733,2022-06-29T21:31:37.128+08:00,2022-06-29T21:37:25.464+08:00,"Mozilla/5.0 (Linux; Android 10; ELE-AL00 Build/HUAWEIELE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1253 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",14.150.122.147,大学生228
tsing/ds,2203738,2022-06-29T21:07:29.279+08:00,2022-06-29T21:52:28.771+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/4G Language/zh_CN",183.63.159.94,大学生229
tsing/ds,2203740,2022-06-29T21:09:08.31+08:00,2022-06-29T21:13:57.122+08:00,"Mozilla/5.0 (Linux; Android 10; SEA-AL10 Build/HUAWEISEA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/7094 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.63.159.94,大学生230
tsing/ds,2203741,2022-06-29T21:07:24.66+08:00,2022-06-29T21:16:05.876+08:00,"Mozilla/5.0 (Linux; Android 10; BAH3-W59 Build/HUAWEIBAH3-W59; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3247 MMWEBSDK/20220105 Safari/537.36 MMWEBID/1361 MicroMessenger/8.0.19.2080(0x2800133D) Process/toolsmp WeChat/arm64 Weixin Android Tablet NetType/WIFI Language/zh_CN ABI/arm64",58.62.42.13,大学生231
tsing/gy,20220600001,2022-06-11T00:47:07.643+08:00,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",120.230.136.194,大学生232
tsing/gy,20220600009,2022-06-11T08:53:32.512+08:00,,"Mozilla/5.0 (Linux; Android 10; ELE-AL00 Build/HUAWEIELE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/7995 MicroMessenger/8.0.23.2160(0x2800173B) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",110.83.48.150,大学生233
tsing/gy,2201001,2022-06-11T11:58:13.542+08:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.9 Safari/537.36",119.33.33.246,大学生234
tsing/gy,2201002,2022-06-18T10:34:01.167+08:00,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生235
tsing/gy,2201003,2022-06-18T10:41:19.571+08:00,2022-06-18T11:16:21.46+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生236
tsing/gy,2201004,2022-06-18T10:35:03.608+08:00,2022-06-18T11:18:19.761+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生237
tsing/gy,2201005,2022-06-18T10:35:06.995+08:00,2022-06-18T11:27:56.03+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生238
tsing/gy,2201006,2022-06-18T10:34:44.063+08:00,2022-06-18T11:23:13.118+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生239
tsing/gy,2201007,2022-06-18T11:08:14.668+08:00,2022-06-18T11:34:35.542+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生240
tsing/gy,2201008,2022-06-18T10:34:05.751+08:00,2022-06-18T11:22:55.926+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生241
tsing/gy,2201009,2022-06-18T10:34:25.109+08:00,2022-06-18T11:19:14.601+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生242
tsing/gy,2201010,2022-06-18T10:34:12.063+08:00,2022-06-18T11:06:05.742+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生243
tsing/gy,2201011,2022-06-18T10:39:00.315+08:00,2022-06-18T11:20:11.099+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",119.33.33.246,大学生244
